"‹¯¨""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style,Column1
http://psearch.murata.com/capacitor/product/GRM219R71E105KA88%23.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-5899-1-ND,GRM219R71E105KA88D,Murata Electronics North America,CAP CER 1UF 25V 10% X7R 0805,6075,0,0.26,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM216R61C105KA88-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-8294-1-ND,GRM216R61C105KA88D,Murata Electronics North America,CAP CER 1UF 16V 10% X5R 0805,2830,0,0.32,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,16V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM219F51C105ZA01-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1739-1-ND,GRM219F51C105ZA01D,Murata Electronics North America,CAP CER 1UF 16V Y5V 0805,2796,0,0.21,0,1,Cut Tape (CT),GRM,1.0uF,"-20%, +80%",16V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-9751-1-ND,GRM21BR71C105JA01L,Murata Electronics North America,CAP CER 1UF 16V 5% X7R 0805,1012,0,0.23,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ5%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://psearch.murata.com/capacitor/product/GRM219F51H105ZA01%23.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-9748-1-ND,GRM219F51H105ZA01D,Murata Electronics North America,CAP CER 1UF 50V Y5V 0805,3450,0,0.25,0,1,Cut Tape (CT),GRM,1.0uF,"-20%, +80%",50V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://psearch.murata.com/capacitor/product/GRM21BR71C105KA01%23.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1691-1-ND,GRM21BR71C105KA01L,Murata Electronics North America,CAP CER 1UF 16V 10% X7R 0805,0,0,0.13,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,-,490-10494-1-ND,GRM219R7YA105KA12D,Murata Electronics North America,CAP CER 1UF 35V 10% X7R 0805,0,0,0.24,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,35V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,-,490-10495-1-ND,GRM219R7YA105MA12D,Murata Electronics North America,CAP CER 1UF 35V 20% X7R 0805,0,0,0.24,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ20%,35V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,-,490-10489-1-ND,GRM216D71C105KA12D,Murata Electronics North America,CAP CER 1UF 16V 10% X7T 0805,0,0,0.26,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,16V,X7T,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,-,490-10490-1-ND,GRM216D71C105MA12D,Murata Electronics North America,CAP CER 1UF 16V 20% X7T 0805,0,0,0.26,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ20%,16V,X7T,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-5760-1-ND,GRM219R61A105KA01D,Murata Electronics North America,CAP CER 1UF 10V 10% X5R 0805,0,0,0.18,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,10V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM219F51E105ZA01-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1731-1-ND,GRM219F51E105ZA01D,Murata Electronics North America,CAP CER 1UF 25V Y5V 0805,3,0,0.21,0,1,Cut Tape (CT),GRM,1.0uF,"-20%, +80%",25V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1702-1-ND,GRM219R61A105KC01D,Murata Electronics North America,CAP CER 1UF 10V 10% X5R 0805,0,0,Call,0,10,Cut Tape (CT),GRM,1.0uF,¶ñ10%,10V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1703-1-ND,GRM219R61A105MA01D,Murata Electronics North America,CAP CER 1UF 10V 20% X5R 0805,0,0,Call,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ20%,10V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/partnumbering_e_01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-3903-1-ND,GRM21BF51H105ZA12L,Murata Electronics North America,CAP CER 1UF 50V Y5V 0805,0,0,Call,0,10,Cut Tape (CT),GRM,1.0uF,"-20%, +80%",50V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1742-1-ND,GRM21BF51A155ZA01L,Murata Electronics North America,CAP CER 1.5UF 10V Y5V 0805,530,0,0.194,0,10,Cut Tape (CT),GRM,1.5uF,"-20%, +80%",10V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-3330-1-ND,GRM21BR71E155KA88L,Murata Electronics North America,CAP CER 1.5UF 25V 10% X7R 0805,1032,0,0.4,0,1,Cut Tape (CT),GRM,1.5uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1710-1-ND,GRM219R60J155KC01D,Murata Electronics North America,CAP CER 1.5UF 6.3V 10% X5R 0805,370,0,0.53,0,1,Cut Tape (CT),GRM,1.5uF,¶ñ10%,6.3V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1740-1-ND,GRM21BF51C155ZA01L,Murata Electronics North America,CAP CER 1.5UF 16V Y5V 0805,69,0,0.332,0,10,Cut Tape (CT),GRM,1.5uF,"-20%, +80%",16V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1732-1-ND,GRM21BF51E155ZA01L,Murata Electronics North America,CAP CER 1.5UF 25V Y5V 0805,0,0,Call,0,10,Cut Tape (CT),GRM,1.5uF,"-20%, +80%",25V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1711-1-ND,GRM219R60J155MC01D,Murata Electronics North America,CAP CER 1.5UF 6.3V 20% X5R 0805,0,0,Call,0,1,Cut Tape (CT),GRM,1.5uF,¶ñ20%,6.3V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM216R71H103KA01-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1664-1-ND,GRM216R71H103KA01D,Murata Electronics North America,CAP CER 10000PF 50V 10% X7R 0805,996297,0,0.1,0,1,Cut Tape (CT),GRM,10000pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-1642-1-ND,GRM2195C1H103JA01D,Murata Electronics North America,CAP CER 10000PF 50V 5% NP0 0805,105934,0,0.37,0,1,Cut Tape (CT),GRM,10000pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-8295-1-ND,GRM2195C1H103FA01D,Murata Electronics North America,CAP CER 10000PF 50V 1% NP0 0805,5791,0,0.65,0,1,Cut Tape (CT),GRM,10000pF,¶ñ1%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM216F51H103ZA01-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1720-1-ND,GRM216F51H103ZA01D,Murata Electronics North America,CAP CER 10000PF 50V Y5V 0805,18065,0,0.1,0,1,Cut Tape (CT),GRM,10000pF,"-20%, +80%",50V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1652-1-ND,GRM21BR72A103KA01L,Murata Electronics North America,CAP CER 10000PF 100V X7R 0805,188050,0,0.12,0,1,Cut Tape (CT),GRM,10000pF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-3534-1-ND,GRM21BR72E103KW03L,Murata Electronics North America,CAP CER 10000PF 250V X7R 0805,89789,0,0.19,0,1,Cut Tape (CT),GRM,10000pF,¶ñ10%,250V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-8296-1-ND,GRM2195C1H103GA01D,Murata Electronics North America,CAP CER 10000PF 50V 2% NP0 0805,10886,0,0.52,0,1,Cut Tape (CT),GRM,10000pF,¶ñ2%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-3342-1-ND,GRM21BF52A103ZD01L,Murata Electronics North America,CAP CER 10000PF 100V Y5V 0805,2150,0,0.14,0,1,Cut Tape (CT),GRM,10000pF,"-20%, +80%",100V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://psearch.murata.com/capacitor/product/GRM216R71H103JA01%23.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-9742-1-ND,GRM216R71H103JA01D,Murata Electronics North America,CAP CER 10000PF 50V 5% X7R 0805,7000,0,0.11,0,1,Cut Tape (CT),GRM,10000pF,¶ñ5%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1653-1-ND,GRM21BR72A103MA01L,Murata Electronics North America,CAP CER 10000PF 100V X7R 0805,2232,0,0.17,0,10,Cut Tape (CT),GRM,10000pF,¶ñ20%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1622-1-ND,GRM2165C1H102JA01D,Murata Electronics North America,CAP CER 1000PF 50V 5% NP0 0805,199488,0,0.11,0,1,Cut Tape (CT),GRM,1000pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-8285-1-ND,GRM2165C1H102JA01J,Murata Electronics North America,CAP CER 1000PF 50V 5% NP0 0805,24360,0,0.15,0,1,Cut Tape (CT),GRM,1000pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-3525-1-ND,GRM21AR72E102KW01D,Murata Electronics North America,CAP CER 1000PF 250V 10% X7R 0805,22891,0,0.18,0,1,Cut Tape (CT),GRM,1000pF,¶ñ10%,250V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-1614-1-ND,GRM2195C2A102JA01D,Murata Electronics North America,CAP CER 1000PF 100V 5% NP0 0805,32577,0,0.2,0,1,Cut Tape (CT),GRM,1000pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-6445-1-ND,GRM2165C2A102JA01D,Murata Electronics North America,CAP CER 1000PF 100V 5% NP0 0805,11741,0,0.2,0,1,Cut Tape (CT),GRM,1000pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-6441-1-ND,GRM2165C1H102FA01D,Murata Electronics North America,CAP CER 1000PF 50V 1% NP0 0805,24358,0,0.29,0,1,Cut Tape (CT),GRM,1000pF,¶ñ1%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-8284-1-ND,GRM2165C1H102FA01J,Murata Electronics North America,CAP CER 1000PF 50V 1% NP0 0805,8350,0,0.29,0,1,Cut Tape (CT),GRM,1000pF,¶ñ1%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-6456-1-ND,GRM21A7U2E102JW31D,Murata Electronics North America,CAP CER 1000PF 250V 5% U2J 0805,1545,0,0.27,0,1,Cut Tape (CT),GRM,1000pF,¶ñ5%,250V,U2J,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,
http://psearch.murata.com/capacitor/product/GRM216R71H102KA01%23.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-9741-1-ND,GRM216R71H102KA01D,Murata Electronics North America,CAP CER 1000PF 50V 10% X7R 0805,2105,0,0.1,0,1,Cut Tape (CT),GRM,1000pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1615-1-ND,GRM2165C1H101JA01D,Murata Electronics North America,CAP CER 100PF 50V 5% NP0 0805,49608,0,0.12,0,1,Cut Tape (CT),GRM,100pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,onhand
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1599-1-ND,GRM2165C2A101JA01D,Murata Electronics North America,CAP CER 100PF 100V 5% NP0 0805,26359,0,0.16,0,1,Cut Tape (CT),GRM,100pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-5542-1-ND,GRM21A5C2E101JW01D,Murata Electronics North America,CAP CER 100PF 250V 5% NP0 0805,39502,0,0.29,0,1,Cut Tape (CT),GRM,100pF,¶ñ5%,250V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-9736-1-ND,GRM2165C1H101FA01D,Murata Electronics North America,CAP CER 100PF 50V 1% NP0 0805,2215,0,0.19,0,1,Cut Tape (CT),GRM,100pF,¶ñ1%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,-,490-10510-1-ND,GRM21BR60G107ME15L,Murata Electronics North America,CAP CER 100UF 4V 20% X5R 0805,0,0,1.28,0,1,Cut Tape (CT),GRM,100uF,¶ñ20%,4V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-5530-1-ND,GRM21A5C2E100JW01D,Murata Electronics North America,CAP CER 10PF 250V 5% NP0 0805,26020,0,0.3,0,1,Cut Tape (CT),GRM,10pF,¶ñ5%,250V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-1590-1-ND,GRM2195C2A100JZ01D,Murata Electronics North America,CAP CER 10PF 100V 5% NP0 0805,0,0,Call,0,1,Cut Tape (CT),GRM,10pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1709-1-ND,GRM21BR61A106KE19L,Murata Electronics North America,CAP CER 10UF 10V 10% X5R 0805,406836,0,0.2,0,1,Cut Tape (CT),GRM,10uF,¶ñ10%,10V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-4735-1-ND,GRM219R61A106KE44D,Murata Electronics North America,CAP CER 10UF 10V 10% X5R 0805,86867,0,0.38,0,1,Cut Tape (CT),GRM,10uF,¶ñ10%,10V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-8311-1-ND,GRM21BR61A106ME19L,Murata Electronics North America,CAP CER 10UF 10V 20% X5R 0805,19901,0,0.25,0,1,Cut Tape (CT),GRM,10uF,¶ñ20%,10V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
